qualifyId,raceId,driverId,driver_ref,constructorId,constructor_ref,number,position,q1,q2,q3,q1_ms,q2_ms,q3_ms,,
6865,956,822,bottas,9,red_bull,77,8,01:07.1,01:06.9,01:10.4,67148,66911,70440,,
6866,956,830,max_verstappen,9,red_bull,33,9,01:07.1,01:06.9,01:11.2,67131,66866,71153,,
6867,956,13,massa,9,red_bull,19,10,01:07.4,01:07.1,01:12.0,67419,67145,71977,,
6868,956,821,gutierrez,9,red_bull,21,11,01:07.7,01:07.6,NULL,67660,67578,0,,
6869,956,836,wehrlein,9,red_bull,94,12,01:07.6,01:07.7,NULL,67565,67700,0,,
6870,956,154,grosjean,9,red_bull,8,13,01:07.7,01:07.9,NULL,67662,67850,0,,
6871,956,4,alonso,9,red_bull,14,14,01:07.7,01:08.2,NULL,67671,68154,0,,
6872,956,832,sainz,9,red_bull,55,15,01:07.6,,NULL,67618,0,0,,
6873,956,815,perez,9,red_bull,11,16,01:07.7,,NULL,67657,0,0,,
6874,956,825,kevin_magnussen,9,red_bull,20,17,01:07.9,,NULL,67941,0,0,,
6875,956,835,jolyon_palmer,9,red_bull,30,18,01:08.0,,NULL,67965,0,0,,
6876,956,837,haryanto,9,red_bull,88,19,01:08.0,,NULL,68026,0,0,,
6877,956,826,kvyat,9,red_bull,26,20,01:08.4,,NULL,68409,0,0,,
6878,956,828,ericsson,9,red_bull,9,21,01:08.4,,NULL,68418,0,0,,
6879,956,831,nasr,9,red_bull,12,22,01:08.4,,NULL,68446,0,0,,
6880,957,1,hamilton,9,red_bull,44,1,01:30.7,01:29.2,01:29.3,90739,89243,89287,,
6881,957,3,rosberg,9,red_bull,6,2,01:30.7,01:30.0,01:29.6,90724,89970,89606,,
6882,957,830,max_verstappen,9,red_bull,33,3,01:31.3,01:30.7,01:30.3,91305,90697,90313,,
6883,957,817,ricciardo,9,red_bull,3,4,01:31.7,01:31.3,01:30.6,91684,91319,90618,,
6884,957,8,raikkonen,9,red_bull,7,5,01:31.3,01:31.4,01:30.9,91326,91385,90881,,
6885,957,20,vettel,9,red_bull,5,6,01:31.6,01:30.7,01:31.5,91606,90711,91490,,
6886,957,822,bottas,9,red_bull,77,7,01:31.9,01:31.5,01:31.6,91913,91478,91557,,
6887,957,832,sainz,9,red_bull,55,8,01:32.1,01:31.7,01:32.0,92115,91708,91989,,
6888,957,807,hulkenberg,9,red_bull,27,9,01:32.3,01:31.8,01:32.2,92349,91770,92172,,
6889,957,4,alonso,9,red_bull,14,10,01:32.3,01:31.7,01:32.3,92281,91740,92343,,
6890,957,815,perez,9,red_bull,11,11,01:32.3,01:31.9,NULL,92336,91875,0,,
6891,957,13,massa,9,red_bull,19,12,01:32.1,01:32.0,NULL,92146,92002,0,,
6892,957,154,grosjean,9,red_bull,8,13,01:32.3,01:32.0,NULL,92283,92050,0,,
6893,957,821,gutierrez,9,red_bull,21,14,01:32.2,01:32.2,NULL,92237,92241,0,,
6894,957,826,kvyat,9,red_bull,26,15,01:32.6,01:32.3,NULL,92553,92306,0,,
6895,957,825,kevin_magnussen,9,red_bull,20,16,01:32.7,01:37.1,NULL,92729,97060,0,,
6896,957,18,button,9,red_bull,22,17,01:32.8,,NULL,92788,0,0,,
6897,957,835,jolyon_palmer,9,red_bull,30,18,01:32.9,,NULL,92905,0,0,,
6898,957,837,haryanto,9,red_bull,88,19,01:33.1,,NULL,93098,0,0,,
6899,957,836,wehrlein,9,red_bull,94,20,01:33.2,,NULL,93151,0,0,,
6900,957,831,nasr,9,red_bull,12,21,01:33.5,,NULL,93544,0,0,,
6901,958,3,rosberg,9,red_bull,6,1,01:33.3,01:22.8,01:20.0,93302,82806,79965,,
6902,958,1,hamilton,9,red_bull,44,2,01:34.2,01:24.8,01:20.1,94210,84836,80108,,
6903,958,817,ricciardo,9,red_bull,3,3,01:40.0,01:23.2,01:20.3,99968,83234,80280,,
6904,958,830,max_verstappen,9,red_bull,33,4,01:40.4,01:22.7,01:20.6,100424,82660,80557,,
6905,958,20,vettel,9,red_bull,5,5,01:35.7,01:24.1,01:20.9,95718,84082,80874,,
6906,958,832,sainz,9,red_bull,55,6,01:36.1,01:24.7,01:21.1,96115,84734,81131,,
6907,958,4,alonso,9,red_bull,14,7,01:35.2,01:23.8,01:21.2,95165,83816,81211,,
6908,958,18,button,9,red_bull,22,8,01:38.0,01:24.5,01:21.6,97983,84456,81597,,
6909,958,807,hulkenberg,9,red_bull,27,9,01:41.5,01:23.9,01:21.8,101471,83901,81823,,
6910,958,822,bottas,9,red_bull,77,10,01:42.8,01:24.5,01:22.2,102758,84506,82182,,
6911,958,154,grosjean,9,red_bull,8,11,01:35.9,01:24.9,NULL,95906,84941,0,,
6912,958,826,kvyat,9,red_bull,26,12,01:36.7,01:25.3,NULL,96714,85301,0,,
6913,958,815,perez,9,red_bull,11,13,01:41.4,01:25.4,NULL,101411,85416,0,,
6914,958,8,raikkonen,9,red_bull,7,14,01:36.9,01:25.4,NULL,96853,85435,0,,
6915,958,821,gutierrez,9,red_bull,21,15,01:39.0,01:26.2,NULL,98959,86189,0,,
6916,958,831,nasr,9,red_bull,12,16,01:37.8,01:27.1,NULL,97772,87063,0,,
6917,958,835,jolyon_palmer,9,red_bull,30,17,01:44.0,,NULL,103965,0,0,,
6918,958,13,massa,9,red_bull,19,18,01:44.0,,NULL,103999,0,0,,
6919,958,825,kevin_magnussen,9,red_bull,20,19,01:44.5,,NULL,104543,0,0,,
6920,958,828,ericsson,9,red_bull,9,20,01:47.0,,NULL,106984,0,0,,
6921,958,836,wehrlein,9,red_bull,94,21,01:47.3,,NULL,107343,0,0,,
6922,958,837,haryanto,9,red_bull,88,22,01:50.2,,NULL,110189,0,0,,
6923,959,3,rosberg,9,red_bull,6,1,01:15.5,01:14.8,01:14.4,75485,74839,74363,,
6924,959,1,hamilton,9,red_bull,44,2,01:15.2,01:14.7,01:14.5,75243,74748,74470,,
6925,959,817,ricciardo,9,red_bull,3,3,01:15.6,01:15.5,01:14.7,75591,75545,74726,,
6926,959,830,max_verstappen,9,red_bull,33,4,01:15.9,01:15.1,01:14.8,75875,75124,74834,,
6927,959,8,raikkonen,9,red_bull,7,5,01:15.8,01:15.2,01:15.1,75752,75242,75142,,
6928,959,20,vettel,9,red_bull,5,6,01:15.9,01:15.6,01:15.3,75927,75630,75315,,
6929,959,807,hulkenberg,9,red_bull,27,7,01:16.3,01:15.6,01:15.5,76301,75623,75510,,
6930,959,822,bottas,9,red_bull,77,8,01:16.0,01:15.5,01:15.5,75952,75490,75530,,
6931,959,815,perez,9,red_bull,11,9,01:16.2,01:15.5,01:15.5,76169,75500,75537,,
6932,959,13,massa,9,red_bull,19,10,01:16.5,01:15.7,01:15.6,76503,75699,75615,,
6933,959,821,gutierrez,9,red_bull,21,11,01:16.0,01:15.9,NULL,75987,75883,0,,
6934,959,18,button,9,red_bull,22,12,01:16.2,01:15.9,NULL,76172,75909,0,,
6935,959,832,sainz,9,red_bull,55,13,01:16.3,01:16.0,NULL,76317,75989,0,,
6936,959,4,alonso,9,red_bull,14,14,01:16.3,01:16.0,NULL,76338,76041,0,,
6937,959,154,grosjean,9,red_bull,8,15,01:16.3,01:16.1,NULL,76328,76086,0,,
6938,959,835,jolyon_palmer,9,red_bull,30,16,01:16.6,01:16.7,NULL,76636,76665,0,,
6939,959,825,kevin_magnussen,9,red_bull,20,17,01:16.7,,NULL,76716,0,0,,
6940,959,836,wehrlein,9,red_bull,94,18,01:16.7,,NULL,76717,0,0,,
6941,959,826,kvyat,9,red_bull,26,19,01:16.9,,NULL,76876,0,0,,
6942,959,837,haryanto,9,red_bull,88,20,01:17.0,,NULL,76977,0,0,,
6943,959,831,nasr,9,red_bull,12,21,01:17.1,,NULL,77123,0,0,,
6944,959,828,ericsson,9,red_bull,9,22,01:17.2,,NULL,77238,0,0,,
6945,960,3,rosberg,9,red_bull,6,1,01:48.0,01:47.0,01:46.7,108019,106999,106744,,
6946,960,830,max_verstappen,9,red_bull,33,2,01:48.4,01:47.2,01:46.9,108407,107163,106893,,
6947,960,8,raikkonen,9,red_bull,7,3,01:47.9,01:47.7,01:46.9,107912,107664,106910,,
6948,960,20,vettel,9,red_bull,5,4,01:47.8,01:47.9,01:47.1,107802,107944,107108,,
6949,960,817,ricciardo,9,red_bull,3,5,01:48.4,01:48.0,01:47.2,108407,108027,107216,,
6950,960,815,perez,9,red_bull,11,6,01:48.1,01:47.5,01:47.4,108106,107485,107407,,
6951,960,807,hulkenberg,9,red_bull,27,7,01:48.1,01:47.3,01:47.5,108080,107317,107543,,
6952,960,822,bottas,9,red_bull,77,8,01:48.7,01:47.9,01:47.6,108655,107918,107612,,
6953,960,18,button,9,red_bull,22,9,01:48.7,01:48.1,01:48.1,108700,108051,108114,,
6954,960,13,massa,9,red_bull,19,10,01:47.7,01:47.7,01:48.3,107738,107667,108263,,
6955,960,154,grosjean,9,red_bull,8,11,01:48.8,01:48.3,NULL,108751,108316,0,,
6956,960,825,kevin_magnussen,9,red_bull,20,12,01:48.8,01:48.5,NULL,108800,108485,0,,
6957,960,821,gutierrez,9,red_bull,21,13,01:48.7,01:48.6,NULL,108748,108598,0,,
6958,960,835,jolyon_palmer,9,red_bull,30,14,01:48.9,01:48.9,NULL,108901,108888,0,,
6959,960,832,sainz,9,red_bull,55,15,01:48.9,01:49.0,NULL,108876,109038,0,,
6960,960,836,wehrlein,9,red_bull,94,16,01:48.6,01:49.3,NULL,108554,109320,0,,
6961,960,831,nasr,9,red_bull,12,17,01:48.9,,NULL,108949,0,0,,
6962,960,839,ocon,9,red_bull,31,18,01:49.1,,NULL,109050,0,0,,
6963,960,826,kvyat,9,red_bull,26,19,01:49.1,,NULL,109058,0,0,,
6964,960,828,ericsson,9,red_bull,9,20,01:49.1,,NULL,109071,0,0,,
6965,960,1,hamilton,9,red_bull,44,21,01:50.0,,NULL,110033,0,0,,
6966,961,1,hamilton,9,red_bull,44,1,01:21.9,01:21.5,01:21.1,81854,81498,81135,,
6967,961,3,rosberg,9,red_bull,6,2,01:22.5,01:21.8,01:21.6,82497,81809,81613,,
6968,961,20,vettel,9,red_bull,5,3,01:23.1,01:22.3,01:22.0,83077,82275,81972,,
6969,961,8,raikkonen,9,red_bull,7,4,01:23.2,01:22.6,01:22.1,83217,82568,82065,,
6970,961,822,bottas,9,red_bull,77,5,01:23.3,01:22.5,01:22.4,83264,82499,82388,,
6971,961,817,ricciardo,9,red_bull,3,6,01:23.2,01:22.6,01:22.4,83158,82638,82389,,
6972,961,830,max_verstappen,9,red_bull,33,7,01:23.2,01:22.9,01:22.4,83229,82857,82411,,
6973,961,815,perez,9,red_bull,11,8,01:23.4,01:22.9,01:22.8,83439,82922,82814,,
6974,961,807,hulkenberg,9,red_bull,27,9,01:23.3,01:23.0,01:22.8,83259,82951,82836,,
6975,961,821,gutierrez,9,red_bull,21,10,01:23.4,01:22.9,01:23.2,83386,82856,83184,,
6976,961,13,massa,9,red_bull,19,11,01:23.5,01:23.0,NULL,83489,82967,0,,
6977,961,154,grosjean,9,red_bull,8,12,01:23.4,01:23.1,NULL,83421,83092,0,,
6978,961,4,alonso,9,red_bull,14,13,01:23.8,01:23.3,NULL,83783,83273,0,,
6979,961,836,wehrlein,9,red_bull,94,14,01:23.8,01:23.3,NULL,83760,83315,0,,
6980,961,18,button,9,red_bull,22,15,01:23.7,01:23.4,NULL,83666,83399,0,,
6981,961,832,sainz,9,red_bull,55,16,01:23.7,01:23.5,NULL,83661,83496,0,,
6982,961,826,kvyat,9,red_bull,26,17,01:23.8,,NULL,83825,0,0,,
6983,961,831,nasr,9,red_bull,12,18,01:24.0,,NULL,83956,0,0,,
6984,961,828,ericsson,9,red_bull,9,19,01:24.1,,NULL,84087,0,0,,
6985,961,835,jolyon_palmer,9,red_bull,30,20,01:24.2,,NULL,84230,0,0,,
6986,961,825,kevin_magnussen,9,red_bull,20,21,01:24.4,,NULL,84436,0,0,,
6987,962,3,rosberg,9,red_bull,6,1,01:45.3,01:43.0,01:42.6,105316,103020,102584,,
6988,962,817,ricciardo,9,red_bull,3,2,01:44.3,01:43.9,01:43.1,104255,103933,103115,,
6989,962,1,hamilton,9,red_bull,44,3,01:45.2,01:43.5,01:43.3,105167,103471,103288,,
6990,962,830,max_verstappen,9,red_bull,33,4,01:45.0,01:44.1,01:43.3,105036,104112,103328,,
6991,962,8,raikkonen,9,red_bull,7,5,01:45.0,01:44.2,01:43.5,104964,104159,103540,,
6992,962,832,sainz,9,red_bull,55,6,01:45.5,01:44.5,01:44.2,105499,104493,104197,,
6993,962,826,kvyat,9,red_bull,26,7,01:45.3,01:44.5,01:44.5,105291,104475,104469,,
6994,962,807,hulkenberg,9,red_bull,27,8,01:46.1,01:44.7,01:44.5,106081,104737,104479,,
6995,962,4,alonso,9,red_bull,14,9,01:45.4,01:44.7,01:44.6,105373,104653,104553,,
6996,962,815,perez,9,red_bull,11,10,01:45.2,01:44.7,01:44.6,105204,104703,104582,,
6997,962,822,bottas,9,red_bull,77,11,01:46.1,01:44.7,NULL,106086,104740,0,,
6998,962,13,massa,9,red_bull,19,12,01:46.1,01:45.0,NULL,106056,104991,0,,
6999,962,18,button,9,red_bull,22,13,01:45.3,01:45.1,NULL,105262,105144,0,,
7000,962,821,gutierrez,9,red_bull,21,14,01:45.5,01:45.6,NULL,105465,105593,0,,
7001,962,154,grosjean,9,red_bull,8,15,01:45.6,01:45.7,NULL,105609,105723,0,,
7002,962,828,ericsson,9,red_bull,9,16,01:46.4,01:47.8,NULL,106427,107827,0,,
7003,962,825,kevin_magnussen,9,red_bull,20,17,01:46.8,,NULL,106825,0,0,,
7004,962,831,nasr,9,red_bull,12,18,01:46.9,,NULL,106860,0,0,,
7005,962,835,jolyon_palmer,9,red_bull,30,19,01:47.0,,NULL,106960,0,0,,
7006,962,836,wehrlein,9,red_bull,94,20,01:47.7,,NULL,107667,0,0,,
7007,962,839,ocon,9,red_bull,31,21,01:48.3,,NULL,108296,0,0,,
7008,962,20,vettel,9,red_bull,5,22,01:49.1,,NULL,109116,0,0,,
7009,963,1,hamilton,9,red_bull,44,1,01:34.4,01:33.0,01:32.8,94444,93046,92850,,
7010,963,3,rosberg,9,red_bull,6,2,01:34.5,01:33.6,01:33.3,94460,93609,93264,,
7011,963,830,max_verstappen,9,red_bull,33,3,01:35.4,01:33.8,01:33.4,95443,93775,93420,,
7012,963,817,ricciardo,9,red_bull,3,4,01:35.1,01:33.9,01:33.5,95079,93888,93467,,
7013,963,20,vettel,9,red_bull,5,5,01:34.6,01:34.0,01:33.6,94557,93972,93584,,
7014,963,8,raikkonen,9,red_bull,7,6,01:34.6,01:33.9,01:33.6,94556,93903,93632,,
7015,963,815,perez,9,red_bull,11,7,01:35.1,01:34.5,01:34.3,95068,94538,94319,,
7016,963,807,hulkenberg,9,red_bull,27,8,01:34.8,01:34.4,01:34.5,94827,94441,94489,,
7017,963,18,button,9,red_bull,22,9,01:35.3,01:34.4,01:34.5,95267,94431,94518,,
7018,963,13,massa,9,red_bull,19,10,01:35.3,01:34.4,01:34.7,95267,94422,94671,,
7019,963,822,bottas,9,red_bull,77,11,01:35.2,01:34.6,NULL,95166,94577,0,,
7020,963,154,grosjean,9,red_bull,8,12,01:35.4,01:35.0,NULL,95400,95001,0,,
7021,963,821,gutierrez,9,red_bull,21,13,01:35.7,01:35.1,NULL,95658,95097,0,,
7022,963,825,kevin_magnussen,9,red_bull,20,14,01:35.6,01:35.3,NULL,95593,95277,0,,
7023,963,826,kvyat,9,red_bull,26,15,01:35.7,01:35.4,NULL,95695,95369,0,,
7024,963,832,sainz,9,red_bull,55,16,01:35.6,01:35.4,NULL,95605,95374,0,,
7025,963,828,ericsson,9,red_bull,9,17,01:35.8,,NULL,95816,0,0,,
7026,963,831,nasr,9,red_bull,12,18,01:35.9,,NULL,95949,0,0,,
7027,963,835,jolyon_palmer,9,red_bull,30,19,01:36.0,,NULL,95999,0,0,,
7028,963,839,ocon,9,red_bull,31,20,01:36.5,,NULL,96451,0,0,,
7029,963,836,wehrlein,9,red_bull,94,21,01:36.6,,NULL,96587,0,0,,
7030,963,4,alonso,9,red_bull,14,22,01:37.2,,NULL,97155,0,0,,
7031,964,3,rosberg,9,red_bull,6,1,01:31.9,01:30.7,01:30.6,91858,90714,90647,,
7032,964,1,hamilton,9,red_bull,44,2,01:32.2,01:31.1,01:30.7,92218,91129,90660,,
7033,964,8,raikkonen,9,red_bull,7,3,01:31.7,01:31.4,01:30.9,91674,91406,90949,,
7034,964,20,vettel,9,red_bull,5,4,01:31.7,01:31.2,01:31.0,91659,91227,91028,,
7035,964,830,max_verstappen,9,red_bull,33,5,01:32.5,01:31.5,01:31.2,92487,91489,91178,,
7036,964,817,ricciardo,9,red_bull,3,6,01:32.5,01:31.7,01:31.2,92538,91719,91240,,
7037,964,815,perez,9,red_bull,11,7,01:32.7,01:32.2,01:32.0,92682,92237,91961,,
7038,964,154,grosjean,9,red_bull,8,8,01:32.5,01:32.2,01:32.0,92458,92176,91961,,
7039,964,807,hulkenberg,9,red_bull,27,9,01:32.4,01:32.2,01:32.1,92448,92200,92142,,
7040,964,821,gutierrez,9,red_bull,21,10,01:32.6,01:32.2,01:32.5,92620,92155,92547,,
7041,964,822,bottas,9,red_bull,77,11,01:32.4,01:32.3,NULL,92383,92315,0,,
7042,964,13,massa,9,red_bull,19,12,01:32.6,01:32.4,NULL,92562,92380,0,,
7043,964,826,kvyat,9,red_bull,26,13,01:32.6,01:32.6,NULL,92645,92623,0,,
7044,964,832,sainz,9,red_bull,55,14,01:32.8,01:32.7,NULL,92789,92685,0,,
7045,964,4,alonso,9,red_bull,14,15,01:32.8,01:32.7,NULL,92819,92689,0,,
7046,964,835,jolyon_palmer,9,red_bull,30,16,01:32.8,01:32.8,NULL,92796,92807,0,,
7047,964,18,button,9,red_bull,22,17,01:32.9,,NULL,92851,0,0,,
7048,964,825,kevin_magnussen,9,red_bull,20,18,01:33.0,,NULL,93023,0,0,,
7049,964,828,ericsson,9,red_bull,9,19,01:33.2,,NULL,93222,0,0,,
7050,964,831,nasr,9,red_bull,12,20,01:33.3,,NULL,93332,0,0,,
7051,964,839,ocon,9,red_bull,31,21,01:33.4,,NULL,93353,0,0,,
7052,964,836,wehrlein,9,red_bull,94,22,01:33.6,,NULL,93561,0,0,,
7053,965,1,hamilton,9,red_bull,44,1,01:36.3,01:36.5,01:35.0,96296,96450,94999,,
7054,965,3,rosberg,9,red_bull,6,2,01:36.4,01:36.4,01:35.2,96397,96351,95215,,
7055,965,817,ricciardo,9,red_bull,3,3,01:36.8,01:36.3,01:35.5,96759,96255,95509,,
7056,965,830,max_verstappen,9,red_bull,33,4,01:36.6,01:36.9,01:35.7,96613,96857,95747,,
7057,965,8,raikkonen,9,red_bull,7,5,01:37.0,01:36.6,01:36.1,96985,96584,96131,,
7058,965,20,vettel,9,red_bull,5,6,01:37.2,01:36.5,01:36.4,97151,96462,96358,,
7059,965,807,hulkenberg,9,red_bull,27,7,01:37.0,01:36.6,01:36.6,96950,96626,96628,,
7060,965,822,bottas,9,red_bull,77,8,01:37.5,01:37.2,01:37.1,97456,97202,97116,,
7061,965,13,massa,9,red_bull,19,9,01:37.4,01:37.2,01:37.3,97402,97214,97269,,
7062,965,832,sainz,9,red_bull,55,10,01:37.7,01:37.2,01:37.3,97744,97175,97326,,
7063,965,815,perez,9,red_bull,11,11,01:37.3,01:37.4,NULL,97345,97353,0,,
7064,965,4,alonso,9,red_bull,14,12,01:37.9,01:37.4,NULL,97913,97417,0,,
7065,965,826,kvyat,9,red_bull,26,13,01:37.8,01:37.5,NULL,97844,97480,0,,
7066,965,821,gutierrez,9,red_bull,21,14,01:38.1,01:37.8,NULL,98053,97773,0,,
7067,965,835,jolyon_palmer,9,red_bull,30,15,01:38.1,01:37.9,NULL,98084,97935,0,,
7068,965,828,ericsson,9,red_bull,9,16,01:38.0,01:39.4,NULL,98040,99356,0,,
7069,965,154,grosjean,9,red_bull,8,17,01:38.3,,NULL,98308,0,0,,
7070,965,825,kevin_magnussen,9,red_bull,20,18,01:38.3,,NULL,98317,0,0,,
7071,965,18,button,9,red_bull,22,19,01:38.3,,NULL,98327,0,0,,
7072,965,836,wehrlein,9,red_bull,94,20,01:38.5,,NULL,98548,0,0,,
7073,965,831,nasr,9,red_bull,12,21,01:38.6,,NULL,98583,0,0,,
7074,965,839,ocon,9,red_bull,31,22,01:38.8,,NULL,98806,0,0,,
7075,966,1,hamilton,9,red_bull,44,1,01:19.4,01:19.1,01:18.7,79447,79137,78704,,
7076,966,3,rosberg,9,red_bull,6,2,01:20.0,01:19.8,01:19.0,79996,79761,78958,,
7077,966,830,max_verstappen,9,red_bull,33,3,01:19.9,01:19.0,01:19.1,79874,78972,79054,,
7078,966,817,ricciardo,9,red_bull,3,4,01:19.7,01:19.6,01:19.1,79713,79553,79133,,
7079,966,807,hulkenberg,9,red_bull,27,5,01:20.6,01:19.8,01:19.3,80599,79769,79330,,
7080,966,8,raikkonen,9,red_bull,7,6,01:19.6,01:19.9,01:19.4,79554,79936,79376,,
7081,966,20,vettel,9,red_bull,5,7,01:19.9,01:19.4,01:19.4,79865,79385,79381,,
7082,966,822,bottas,9,red_bull,77,8,01:20.3,01:20.0,01:19.6,80338,79958,79551,,
7083,966,13,massa,9,red_bull,19,9,01:20.4,01:20.2,01:20.0,80423,80151,80032,,
7084,966,832,sainz,9,red_bull,55,10,01:20.5,01:20.2,01:20.4,80457,80169,80378,,
7085,966,4,alonso,9,red_bull,14,11,01:20.6,01:20.3,NULL,80552,80282,0,,
7086,966,815,perez,9,red_bull,11,12,01:20.3,01:20.3,NULL,80308,80287,0,,
7087,966,18,button,9,red_bull,22,13,01:21.3,01:20.7,NULL,81333,80673,0,,
7088,966,825,kevin_magnussen,9,red_bull,20,14,01:21.3,01:21.1,NULL,81254,81131,0,,
7089,966,828,ericsson,9,red_bull,9,15,01:21.1,01:21.5,NULL,81062,81536,0,,
7090,966,836,wehrlein,9,red_bull,94,16,01:21.4,01:21.8,NULL,81363,81785,0,,
7091,966,821,gutierrez,9,red_bull,21,17,01:21.4,,NULL,81401,0,0,,
7092,966,826,kvyat,9,red_bull,26,18,01:21.5,,NULL,81454,0,0,,
7093,966,831,nasr,9,red_bull,12,19,01:21.7,,NULL,81692,0,0,,
7094,966,839,ocon,9,red_bull,31,20,01:21.9,,NULL,81881,0,0,,
7095,966,154,grosjean,9,red_bull,8,21,01:21.9,,NULL,81916,0,0,,
7096,967,1,hamilton,9,red_bull,44,1,01:11.5,01:11.2,01:10.7,71511,71238,70736,,
7097,967,3,rosberg,9,red_bull,6,2,01:11.8,01:11.4,01:10.8,71815,71373,70838,,
7098,967,8,raikkonen,9,red_bull,7,3,01:12.1,01:12.3,01:11.4,72100,72301,71404,,
7099,967,830,max_verstappen,9,red_bull,33,4,01:12.0,01:11.8,01:11.5,71957,71834,71485,,
7100,967,20,vettel,9,red_bull,5,5,01:12.2,01:12.0,01:11.5,72159,72010,71495,,
7101,967,817,ricciardo,9,red_bull,3,6,01:12.4,01:12.0,01:11.5,72409,72047,71540,,
7102,967,154,grosjean,9,red_bull,8,7,01:12.9,01:12.3,01:11.9,72893,72343,71937,,
7103,967,807,hulkenberg,9,red_bull,27,8,01:12.4,01:12.4,01:12.1,72428,72360,72104,,
7104,967,815,perez,9,red_bull,11,9,01:12.7,01:12.3,01:12.2,72684,72331,72165,,
7105,967,4,alonso,9,red_bull,14,10,01:12.7,01:12.3,01:12.3,72700,72312,72266,,
7106,967,822,bottas,9,red_bull,77,11,01:12.7,01:12.4,NULL,72680,72420,0,,
7107,967,821,gutierrez,9,red_bull,21,12,01:13.1,01:12.4,NULL,73052,72431,0,,
7108,967,13,massa,9,red_bull,19,13,01:12.4,01:12.5,NULL,72432,72521,0,,
7109,967,826,kvyat,9,red_bull,26,14,01:13.1,01:12.7,NULL,73071,72726,0,,
7110,967,832,sainz,9,red_bull,55,15,01:13.0,01:12.9,NULL,72950,72920,0,,
7111,967,835,jolyon_palmer,9,red_bull,30,16,01:13.3,01:13.3,NULL,73259,73258,0,,
7112,967,18,button,9,red_bull,22,17,01:13.3,,NULL,73276,0,0,,
7113,967,825,kevin_magnussen,9,red_bull,20,18,01:13.4,,NULL,73410,0,0,,
7114,967,836,wehrlein,9,red_bull,94,19,01:13.4,,NULL,73427,0,0,,
7115,967,839,ocon,9,red_bull,31,20,01:13.4,,NULL,73432,0,0,,
7116,967,828,ericsson,9,red_bull,9,21,01:13.6,,NULL,73623,0,0,,
7117,967,831,nasr,9,red_bull,12,22,01:13.7,,NULL,73681,0,0,,
7118,968,1,hamilton,9,red_bull,44,1,01:39.5,01:39.4,01:38.8,99487,99382,98755,,
7119,968,3,rosberg,9,red_bull,6,2,01:40.5,01:39.5,01:39.1,100511,99490,99058,,
7120,968,817,ricciardo,9,red_bull,3,3,01:41.0,01:40.4,01:39.6,101002,100429,99589,,
7121,968,8,raikkonen,9,red_bull,7,4,01:40.3,01:39.6,01:39.6,100338,99629,99604,,
7122,968,20,vettel,9,red_bull,5,5,01:40.3,01:40.0,01:39.7,100341,100034,99661,,
7123,968,830,max_verstappen,9,red_bull,33,6,01:40.4,01:39.9,01:39.8,100424,99903,99818,,
7124,968,807,hulkenberg,9,red_bull,27,7,01:41.0,01:40.7,01:40.5,101000,100709,100501,,
7125,968,815,perez,9,red_bull,11,8,01:40.9,01:40.7,01:40.5,100864,100743,100519,,
7126,968,4,alonso,9,red_bull,14,9,01:41.6,01:41.0,01:41.1,101616,101044,101106,,
7127,968,13,massa,9,red_bull,19,10,01:41.2,01:40.9,01:41.2,101157,100858,101213,,
7128,968,822,bottas,9,red_bull,77,11,01:41.2,01:41.1,NULL,101192,101084,0,,
7129,968,18,button,9,red_bull,22,12,01:41.2,01:41.3,NULL,101158,101272,0,,
7130,968,821,gutierrez,9,red_bull,21,13,01:41.6,01:41.5,NULL,101639,101480,0,,
7131,968,154,grosjean,9,red_bull,8,14,01:41.5,01:41.6,NULL,101467,101564,0,,
7132,968,835,jolyon_palmer,9,red_bull,30,15,01:41.8,01:41.8,NULL,101775,101820,0,,
7133,968,836,wehrlein,9,red_bull,94,16,01:41.9,01:42.0,NULL,101886,101995,0,,
7134,968,826,kvyat,9,red_bull,26,17,01:42.0,,NULL,102003,0,0,,
7135,968,825,kevin_magnussen,9,red_bull,20,18,01:42.1,,NULL,102142,0,0,,
7136,968,831,nasr,9,red_bull,12,19,01:42.2,,NULL,102247,0,0,,
7137,968,839,ocon,9,red_bull,31,20,01:42.3,,NULL,102286,0,0,,
7138,968,832,sainz,9,red_bull,55,21,01:42.4,,NULL,102393,0,0,,
7139,968,828,ericsson,9,red_bull,9,22,01:42.6,,NULL,102637,0,0,,
7140,969,1,hamilton,9,red_bull,44,1,01:24.2,01:23.3,01:22.2,84191,83251,82188,,
7141,969,20,vettel,9,red_bull,5,2,01:25.2,01:23.4,01:22.5,85210,83401,82456,,
7142,969,822,bottas,9,red_bull,77,3,01:24.5,01:23.2,01:22.5,84514,83215,82481,,
7143,969,8,raikkonen,9,red_bull,7,4,01:24.4,01:23.4,01:23.0,84352,83376,83033,,
7144,969,830,max_verstappen,9,red_bull,33,5,01:24.5,01:24.1,01:23.5,84482,84092,83485,,
7145,969,154,grosjean,9,red_bull,8,6,01:25.4,01:24.7,01:24.1,85419,84718,84074,,
7146,969,13,massa,9,red_bull,19,7,01:25.1,01:24.6,01:24.4,85099,84597,84443,,
7147,969,832,sainz,9,red_bull,55,8,01:25.5,01:25.0,01:24.5,85542,84997,84487,,
7148,969,826,kvyat,9,red_bull,26,9,01:26.0,01:24.9,01:24.5,85970,84864,84512,,
