,resultId,raceId,driverId,driverId_Ref,constructorId,constructorId_Ref,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapTime_ms,fastestLapSpeed,statusId,statusId_name
10768,10769,456,177,keke_rosberg,3,williams,1.0,5,1.0,1,1,9.0,76,56:38.1,6998121.0,,,,0,,1,Finished
10796,10797,457,117,prost,4,renault,15.0,1,1.0,1,1,9.0,40,27:11.5,5231502.0,,,,0,,1,Finished
10824,10825,458,105,alboreto,25,tyrrell,3.0,6,1.0,1,1,9.0,60,50:53.7,6653669.0,,,,0,,1,Finished
10851,10852,459,163,arnoux,6,ferrari,28.0,1,1.0,1,1,9.0,70,48:31.8,6511838.0,,,,0,,1,Finished
10879,10880,460,117,prost,4,renault,15.0,3,1.0,1,1,9.0,67,24:39.8,5079780.0,,,,0,,1,Finished
10908,10909,461,163,arnoux,6,ferrari,28.0,2,1.0,1,1,9.0,45,27:10.3,5230319.0,,,,0,,1,Finished
10937,10938,462,117,prost,4,renault,15.0,5,1.0,1,1,9.0,53,24:32.7,5072745.0,,,,0,,1,Finished
10966,10967,463,163,arnoux,6,ferrari,28.0,10,1.0,1,1,9.0,72,38:42.0,5921950.0,,,,0,,1,Finished
10995,10996,464,137,piquet,34,brabham,5.0,4,1.0,1,1,9.0,52,23:10.9,4990880.0,,,,0,,1,Finished
11024,11025,465,137,piquet,34,brabham,5.0,4,1.0,1,1,9.0,76,36:45.9,5805865.0,,,,0,,1,Finished
11053,11054,466,119,patrese,34,brabham,6.0,3,1.0,1,1,9.0,77,33:25.7,5605708.0,,,,0,,1,Finished
11079,11080,467,117,prost,4,renault,15.0,5,1.0,1,1,9.0,77,32:08.4,5528401.0,,,,0,,1,Finished
11110,11111,468,117,prost,4,renault,15.0,1,1.0,1,1,9.0,63,44:33.1,6273134.0,,,,0,,1,Finished
11141,11142,469,182,lauda,1,mclaren,8.0,2,1.0,1,1,9.0,75,58:25.3,7105318.0,,,,0,,1,Finished
11172,11173,470,202,pironi,6,ferrari,28.0,4,1.0,1,1,9.0,60,36:38.9,5798887.0,,,,0,,1,Finished
11186,11187,471,187,watson,1,mclaren,7.0,10,1.0,1,1,9.0,70,35:42.0,5741995.0,,,,0,,1,Finished
11218,11219,472,119,patrese,34,brabham,2.0,2,1.0,1,1,9.0,76,54:11.3,6851259.0,,,,0,,1,Finished
11249,11250,473,187,watson,1,mclaren,7.0,17,1.0,1,1,9.0,62,58:41.0,7121043.0,,,,0,,1,Finished
11278,11279,474,137,piquet,34,brabham,1.0,4,1.0,1,1,9.0,70,46:39.6,6399577.0,,,,0,,1,Finished
11307,11308,475,202,pironi,6,ferrari,28.0,4,1.0,1,1,9.0,72,38:03.3,5883254.0,,,,0,,1,Finished
11338,11339,476,182,lauda,1,mclaren,8.0,5,1.0,1,1,9.0,76,35:33.8,5733812.0,,,,0,,1,Finished
11368,11369,477,163,arnoux,4,renault,16.0,1,1.0,1,1,9.0,54,33:33.2,5613217.0,,,,0,,1,Finished
11397,11398,478,175,tambay,6,ferrari,27.0,5,1.0,1,1,9.0,45,27:25.2,5245178.0,,,,0,,1,Finished
11426,11427,479,173,angelis,32,team_lotus,11.0,7,1.0,1,1,9.0,53,25:02.2,5102212.0,,,,0,,1,Finished
11455,11456,480,177,keke_rosberg,3,williams,6.0,8,1.0,1,1,9.0,80,32:41.1,5561087.0,,,,0,,1,Finished
11484,11485,481,163,arnoux,4,renault,16.0,6,1.0,1,1,9.0,52,22:25.7,4945734.0,,,,0,,1,Finished
11514,11515,482,105,alboreto,25,tyrrell,3.0,3,1.0,1,1,9.0,75,41:56.9,6116888.0,,,,0,,1,Finished
11544,11545,483,178,jones,3,williams,1.0,2,1.0,1,1,9.0,80,50:41.3,6641330.0,,,,0,,1,Finished
11573,11574,484,199,reutemann,3,williams,2.0,2,1.0,1,1,9.0,62,00:23.7,7223660.0,,,,0,,1,Finished
11603,11604,485,137,piquet,34,brabham,5.0,1,1.0,1,1,9.0,53,34:32.7,5672740.0,,,,0,,1,Finished
11632,11633,486,137,piquet,34,brabham,5.0,5,1.0,1,1,9.0,60,51:24.0,6683970.0,,,,0,,1,Finished
11664,11665,487,199,reutemann,3,williams,2.0,1,1.0,1,1,9.0,54,16:31.6,4591610.0,,,,0,,1,Finished
11695,11696,488,203,gilles_villeneuve,6,ferrari,27.0,2,1.0,1,1,9.0,76,54:23.4,6863380.0,,,,0,,1,Finished
11726,11727,489,203,gilles_villeneuve,6,ferrari,27.0,7,1.0,1,1,9.0,80,46:35.0,6395010.0,,,,0,,1,Finished
11756,11757,490,117,prost,4,renault,15.0,3,1.0,1,1,9.0,80,35:48.1,5748130.0,,,,0,,1,Finished
11785,11786,491,187,watson,1,mclaren,7.0,5,1.0,1,1,9.0,68,26:54.8,5214800.0,,,,0,,1,Finished
11815,11816,492,137,piquet,34,brabham,5.0,6,1.0,1,1,9.0,45,25:55.6,5155600.0,,,,0,,1,Finished
11845,11846,493,172,laffite,27,ligier,26.0,4,1.0,1,1,9.0,53,27:36.5,5256470.0,,,,0,,1,Finished
11873,11874,494,117,prost,4,renault,15.0,1,1.0,1,1,9.0,72,40:22.4,6022430.0,,,,0,,1,Finished
11903,11904,495,117,prost,4,renault,15.0,3,1.0,1,1,9.0,52,26:36.9,5196897.0,,,,0,,1,Finished
11933,11934,496,172,laffite,27,ligier,26.0,10,1.0,1,1,9.0,63,01:25.2,7285200.0,,,,0,,1,Finished
11963,11964,497,178,jones,3,williams,1.0,2,1.0,1,1,9.0,75,44:09.1,6249077.0,,,,0,,1,Finished
11993,11994,498,178,jones,3,williams,27.0,1,1.0,1,1,9.0,53,43:24.4,6204380.0,,,,0,,1,Finished
12021,12022,499,163,arnoux,4,renault,16.0,6,1.0,1,1,9.0,40,40:01.3,6001330.0,,,,0,,1,Finished
12049,12050,500,163,arnoux,4,renault,16.0,2,1.0,1,1,9.0,78,36:52.5,5812540.0,,,,0,,1,Finished
12077,12078,501,137,piquet,34,brabham,5.0,1,1.0,1,1,9.0,80,50:19.4,6619400.0,,,,0,,1,Finished
12104,12105,502,202,pironi,27,ligier,25.0,2,1.0,1,1,9.0,72,38:47.4,5927400.0,,,,0,,1,Finished
12131,12132,503,199,reutemann,3,williams,28.0,2,1.0,1,1,9.0,76,55:34.4,6934365.0,,,,0,,1,Finished
12158,12159,504,178,jones,3,williams,27.0,4,1.0,1,1,9.0,54,32:43.4,5563400.0,,,,0,,1,Finished
12185,12186,505,178,jones,3,williams,27.0,3,1.0,1,1,9.0,76,34:49.2,5689228.0,,,,0,,1,Finished
12212,12213,506,172,laffite,27,ligier,26.0,5,1.0,1,1,9.0,45,23:59.7,5039730.0,,,,0,,1,Finished
12238,12239,507,219,jabouille,4,renault,15.0,2,1.0,1,1,9.0,54,26:15.7,5175730.0,,,,0,,1,Finished
12264,12265,508,137,piquet,34,brabham,5.0,5,1.0,1,1,9.0,72,38:13.8,5893830.0,,,,0,,1,Finished
12293,12294,509,137,piquet,34,brabham,5.0,5,1.0,1,1,9.0,60,38:07.5,5887520.0,,,,0,,1,Finished
12321,12322,510,178,jones,3,williams,27.0,2,1.0,1,1,9.0,70,46:45.5,6405530.0,,,,0,,1,Finished
12349,12350,511,178,jones,3,williams,27.0,5,1.0,1,1,9.0,59,34:36.0,5676050.0,,,,0,,1,Finished
12376,12377,512,172,laffite,27,ligier,26.0,1,1.0,1,1,9.0,53,36:03.2,5763210.0,,,,0,,1,Finished
12402,12403,513,172,laffite,27,ligier,26.0,1,1.0,1,1,9.0,40,40:09.6,6009640.0,,,,0,,1,Finished
12428,12429,514,203,gilles_villeneuve,6,ferrari,12.0,3,1.0,1,1,9.0,78,41:50.0,6109960.0,,,,0,,1,Finished
12454,12455,515,203,gilles_villeneuve,6,ferrari,12.0,1,1.0,1,1,9.0,80,50:25.4,6625400.0,,,,0,,1,Finished
12480,12481,516,221,depailler,27,ligier,25.0,2,1.0,1,1,9.0,75,39:11.8,5951840.0,,,,0,,1,Finished
12507,12508,517,222,scheckter,6,ferrari,11.0,7,1.0,1,1,9.0,70,39:59.5,5999530.0,,,,0,,1,Finished
12535,12536,518,222,scheckter,6,ferrari,11.0,1,1.0,1,1,9.0,76,55:22.5,6922480.0,,,,0,,1,Finished
12560,12561,519,219,jabouille,4,renault,15.0,1,1.0,1,1,9.0,80,35:20.4,5720420.0,,,,0,,1,Finished
12587,12588,520,223,regazzoni,3,williams,28.0,4,1.0,1,1,9.0,68,26:11.2,5171170.0,,,,0,,1,Finished
12613,12614,521,178,jones,3,williams,27.0,2,1.0,1,1,9.0,45,24:48.8,5088830.0,,,,0,,1,Finished
12639,12640,522,178,jones,3,williams,27.0,2,1.0,1,1,9.0,54,27:38.0,5258010.0,,,,0,,1,Finished
12665,12666,523,178,jones,3,williams,27.0,2,1.0,1,1,9.0,75,41:19.8,6079775.0,,,,0,,1,Finished
12691,12692,524,222,scheckter,6,ferrari,11.0,3,1.0,1,1,9.0,50,22:00.2,4920220.0,,,,0,,1,Finished
12719,12720,525,178,jones,3,williams,27.0,1,1.0,1,1,9.0,72,52:06.9,6726892.0,,,,0,,1,Finished
12749,12750,526,203,gilles_villeneuve,6,ferrari,12.0,3,1.0,1,1,9.0,59,52:17.7,6737734.0,,,,0,,1,Finished
12779,12780,527,207,mario_andretti,32,team_lotus,5.0,1,1.0,1,1,9.0,52,37:04.5,5824470.0,,,,0,,1,Finished
12806,12807,528,199,reutemann,6,ferrari,11.0,4,1.0,1,1,9.0,63,49:59.9,6599860.0,,,,0,,1,Finished
12834,12835,529,238,peterson,32,team_lotus,6.0,12,1.0,1,1,9.0,78,42:15.8,6135767.0,,,,0,,1,Finished
12864,12865,530,199,reutemann,6,ferrari,11.0,1,1.0,1,1,9.0,80,52:01.3,6721301.0,,,,0,,1,Finished
12894,12895,531,221,depailler,25,tyrrell,4.0,5,1.0,1,1,9.0,75,55:14.7,6914660.0,,,,0,,1,Finished
12924,12925,532,207,mario_andretti,32,team_lotus,5.0,1,1.0,1,1,9.0,70,39:52.0,5992020.0,,,,0,,1,Finished
12954,12955,533,207,mario_andretti,32,team_lotus,5.0,1,1.0,1,1,9.0,75,41:47.1,6107060.0,,,,0,,1,Finished
12983,12984,534,182,lauda,34,brabham,1.0,3,1.0,1,1,9.0,70,41:00.6,6060606.0,,,,0,,1,Finished
13010,13011,535,207,mario_andretti,32,team_lotus,5.0,2,1.0,1,1,9.0,54,38:51.9,5931920.0,,,,0,,1,Finished
13039,13040,536,199,reutemann,6,ferrari,11.0,8,1.0,1,1,9.0,76,42:12.4,6132390.0,,,,0,,1,Finished
13069,13070,537,207,mario_andretti,32,team_lotus,5.0,1,1.0,1,1,9.0,45,28:00.9,5280900.0,,,,0,,1,Finished
13099,13100,538,238,peterson,32,team_lotus,6.0,1,1.0,1,1,9.0,54,41:21.6,6081570.0,,,,0,,1,Finished
13130,13131,539,207,mario_andretti,32,team_lotus,5.0,1,1.0,1,1,9.0,75,41:04.2,6064230.0,,,,0,,1,Finished
13163,13164,540,182,lauda,34,brabham,1.0,4,1.0,1,1,9.0,40,07:04.5,4024540.0,,,,0,,1,Finished
13195,13196,541,199,reutemann,6,ferrari,11.0,2,1.0,1,1,9.0,59,40:48.8,6048800.0,,,,0,,1,Finished
13222,13223,542,203,gilles_villeneuve,6,ferrari,12.0,3,1.0,1,1,9.0,70,57:49.2,7069196.0,,,,0,,1,Finished
13250,13251,543,222,scheckter,59,wolf,20.0,11,1.0,1,1,9.0,53,40:11.2,6011190.0,,,,0,,1,Finished
13271,13272,544,199,reutemann,6,ferrari,12.0,2,1.0,1,1,9.0,40,45:07.7,6307720.0,,,,0,,1,Finished
13293,13294,545,182,lauda,6,ferrari,11.0,3,1.0,1,1,9.0,78,42:21.6,6141600.0,,,,0,,1,Finished
13316,13317,546,207,mario_andretti,32,team_lotus,5.0,2,1.0,1,1,9.0,80,51:35.5,6695470.0,,,,0,,1,Finished
13338,13339,547,207,mario_andretti,32,team_lotus,5.0,1,1.0,1,1,9.0,75,42:52.2,6172220.0,,,,0,,1,Finished
13369,13370,548,222,scheckter,59,wolf,20.0,2,1.0,1,1,9.0,76,57:52.8,7072770.0,,,,0,,1,Finished
13395,13396,549,255,nilsson,32,team_lotus,6.0,3,1.0,1,1,9.0,70,55:05.7,6905710.0,,,,0,,1,Finished
13426,13427,550,172,laffite,27,ligier,26.0,8,1.0,1,1,9.0,72,46:56.4,6416400.0,,,,0,,1,Finished
13457,13458,551,207,mario_andretti,32,team_lotus,5.0,1,1.0,1,1,9.0,80,39:40.1,5980130.0,,,,0,,1,Finished
13487,13488,552,231,hunt,1,mclaren,1.0,1,1.0,1,1,9.0,68,31:46.1,5506060.0,,,,0,,1,Finished
13523,13524,553,182,lauda,6,ferrari,11.0,3,1.0,1,1,9.0,47,31:49.3,5509300.0,,,,0,,1,Finished
13552,13553,554,178,jones,58,shadow,17.0,14,1.0,1,1,9.0,54,37:16.5,5836490.0,,,,0,,1,Finished
13582,13583,555,182,lauda,6,ferrari,11.0,4,1.0,1,1,9.0,75,41:45.9,6105930.0,,,,0,,1,Finished
13616,13617,556,207,mario_andretti,32,team_lotus,5.0,4,1.0,1,1,9.0,52,27:50.3,5270300.0,,,,0,,1,Finished
13650,13651,557,231,hunt,1,mclaren,1.0,1,1.0,1,1,9.0,59,58:23.3,7103267.0,,,,0,,1,Finished
13677,13678,558,222,scheckter,59,wolf,20.0,9,1.0,1,1,9.0,80,40:00.0,6000000.0,,,,0,,1,Finished
13704,13705,559,231,hunt,1,mclaren,1.0,2,1.0,1,1,9.0,73,31:51.7,5511680.0,,,,0,,1,Finished
13727,13728,560,182,lauda,6,ferrari,1.0,2,1.0,1,1,9.0,40,45:16.8,6316780.0,,,,0,,1,Finished
13749,13750,561,182,lauda,6,ferrari,1.0,2,1.0,1,1,9.0,78,42:18.4,6138400.0,,,,0,,1,Finished
13774,13775,562,223,regazzoni,6,ferrari,2.0,1,1.0,1,1,9.0,80,53:18.5,6798471.0,,,,0,,1,Finished
13801,13802,563,231,hunt,1,mclaren,11.0,1,1.0,1,1,9.0,75,42:20.4,6140430.0,,,,0,,1,Finished
13831,13832,564,182,lauda,6,ferrari,1.0,1,1.0,1,1,9.0,70,42:53.2,6173230.0,,,,0,,1,Finished
13860,13861,565,182,lauda,6,ferrari,1.0,1,1.0,1,1,9.0,78,59:51.5,7191470.0,,,,0,,1,Finished
13885,13886,566,222,scheckter,25,tyrrell,3.0,1,1.0,1,1,9.0,72,46:53.7,6413729.0,,,,0,,1,Finished
13912,13913,567,231,hunt,1,mclaren,11.0,1,1.0,1,1,9.0,54,40:58.6,6058600.0,,,,0,,1,Finished
13942,13943,568,182,lauda,6,ferrari,1.0,1,1.0,1,1,9.0,76,44:19.7,6259660.0,,,,0,,1,Finished
13972,13973,569,231,hunt,1,mclaren,11.0,1,1.0,1,1,9.0,14,41:42.7,6102700.0,,,,0,,1,Finished
14000,14001,570,187,watson,67,penske,28.0,2,1.0,1,1,9.0,54,30:07.9,5407860.0,,,,0,,1,Finished
14025,14026,571,231,hunt,1,mclaren,11.0,2,1.0,1,1,9.0,75,44:52.1,6292090.0,,,,0,,1,Finished
14052,14053,572,238,peterson,37,march,10.0,8,1.0,1,1,9.0,52,30:35.6,5435600.0,,,,0,,1,Finished
14081,14082,573,231,hunt,1,mclaren,11.0,1,1.0,1,1,9.0,80,40:09.6,6009626.0,,,,0,,1,Finished
14108,14109,574,231,hunt,1,mclaren,11.0,1,1.0,1,1,9.0,59,42:40.7,6160742.0,,,,0,,1,Finished
14135,14136,575,207,mario_andretti,32,team_lotus,5.0,1,1.0,1,1,9.0,73,43:58.9,6238860.0,,,,0,,1,Finished
14161,14162,576,224,emerson_fittipaldi,1,mclaren,1.0,5,1.0,1,1,9.0,53,39:26.3,5966290.0,,,,0,,1,Finished
14184,14185,577,250,pace,34,brabham,8.0,6,1.0,1,1,9.0,40,44:41.2,6281170.0,,,,0,,1,Finished
14207,14208,578,222,scheckter,25,tyrrell,3.0,3,1.0,1,1,9.0,78,43:16.9,6196900.0,,,,0,,1,Finished
14235,14236,579,200,mass,1,mclaren,2.0,11,1.0,1,1,4.5,29,42:53.7,2573700.0,,,,0,,1,Finished
14261,14262,580,182,lauda,6,ferrari,12.0,1,1.0,1,1,9.0,75,01:21.3,7281310.0,,,,0,,1,Finished
14287,14288,581,182,lauda,6,ferrari,12.0,1,1.0,1,1,9.0,70,43:54.0,6233980.0,,,,0,,1,Finished
14311,14312,582,182,lauda,6,ferrari,12.0,5,1.0,1,1,9.0,80,59:18.3,7158319.0,,,,0,,1,Finished
14337,14338,583,231,hunt,64,hesketh,24.0,3,1.0,1,1,9.0,75,46:57.4,6417400.0,,,,0,,1,Finished
14362,14363,584,182,lauda,6,ferrari,12.0,1,1.0,1,1,9.0,54,40:18.8,6018840.0,,,,0,,1,Finished
14388,14389,585,224,emerson_fittipaldi,1,mclaren,1.0,7,1.0,1,1,9.0,56,22:05.0,4925000.0,,,,0,,1,Finished
14416,14417,586,199,reutemann,34,brabham,7.0,10,1.0,1,1,9.0,14,41:14.1,6074100.0,,,,0,,1,Finished
14442,14443,587,230,brambilla,37,march,9.0,8,1.0,1,1,4.5,29,57:56.7,3476690.0,,,,0,,1,Finished
14472,14473,588,223,regazzoni,6,ferrari,11.0,2,1.0,1,1,9.0,52,22:42.6,4962600.0,,,,0,,1,Finished
14500,14501,589,182,lauda,6,ferrari,12.0,1,1.0,1,1,9.0,59,42:58.2,6178175.0,,,,0,,1,Finished
14524,14525,590,304,hulme,1,mclaren,6.0,10,1.0,1,1,9.0,53,41:02.0,6062010.0,,,,0,,1,Finished
14549,14550,591,224,emerson_fittipaldi,1,mclaren,5.0,1,1.0,1,1,9.0,32,24:37.1,5077060.0,,,,0,,1,Finished
14574,14575,592,199,reutemann,34,brabham,7.0,4,1.0,1,1,9.0,78,42:41.0,6160960.0,,,,0,,1,Finished
14601,14602,593,182,lauda,6,ferrari,12.0,1,1.0,1,1,9.0,84,00:29.6,7229560.0,,,,0,,1,Finished
14628,14629,594,224,emerson_fittipaldi,1,mclaren,5.0,4,1.0,1,1,9.0,85,44:20.6,6260570.0,,,,0,,1,Finished
14660,14661,595,238,peterson,32,team_lotus,1.0,3,1.0,1,1,9.0,78,58:03.7,7083700.0,,,,0,,1,Finished
14688,14689,596,222,scheckter,25,tyrrell,3.0,2,1.0,1,1,9.0,80,58:31.4,7111391.0,,,,0,,1,Finished
14715,14716,597,182,lauda,6,ferrari,12.0,1,1.0,1,1,9.0,75,43:00.4,6180350.0,,,,0,,1,Finished
14742,14743,598,238,peterson,32,team_lotus,1.0,2,1.0,1,1,9.0,80,21:55.0,4915020.0,,,,0,,1,Finished
14772,14773,599,222,scheckter,25,tyrrell,3.0,3,1.0,1,1,9.0,75,43:02.2,6182200.0,,,,0,,1,Finished
14806,14807,600,223,regazzoni,6,ferrari,11.0,2,1.0,1,1,9.0,14,41:35.0,6095000.0,,,,0,,1,Finished
14838,14839,601,199,reutemann,34,brabham,7.0,2,1.0,1,1,9.0,54,28:44.7,5324720.0,,,,0,,1,Finished
14869,14870,602,238,peterson,32,team_lotus,1.0,7,1.0,1,1,9.0,52,22:56.6,4976600.0,,,,0,,1,Finished
14900,14901,603,224,emerson_fittipaldi,1,mclaren,5.0,1,1.0,1,1,9.0,80,40:26.1,6026136.0,,,,0,,1,Finished
14930,14931,604,199,reutemann,34,brabham,7.0,1,1.0,1,1,9.0,59,40:21.4,6021439.0,,,,0,,1,Finished
14960,14961,605,224,emerson_fittipaldi,32,team_lotus,2.0,2,1.0,1,1,9.0,96,56:18.2,6978220.0,,,,0,,1,Finished
14979,14980,606,224,emerson_fittipaldi,32,team_lotus,1.0,2,1.0,1,1,9.0,40,43:55.6,6235600.0,,,,0,,1,Finished
14999,15000,607,328,stewart,25,tyrrell,3.0,16,1.0,1,1,9.0,79,43:11.1,6191070.0,,,,0,,1,Finished
15024,15025,608,224,emerson_fittipaldi,32,team_lotus,1.0,7,1.0,1,1,9.0,75,48:18.7,6498700.0,,,,0,,1,Finished
15046,15047,609,328,stewart,25,tyrrell,5.0,6,1.0,1,1,9.0,70,42:13.4,6133430.0,,,,0,,1,Finished
15069,15070,610,328,stewart,25,tyrrell,5.0,1,1.0,1,1,9.0,78,57:44.3,7064300.0,,,,0,,1,Finished
15094,15095,611,304,hulme,1,mclaren,7.0,6,1.0,1,1,9.0,80,56:46.0,7006049.0,,,,0,,1,Finished
15115,15116,612,238,peterson,32,team_lotus,2.0,5,1.0,1,1,9.0,54,41:36.5,6096520.0,,,,0,,1,Finished
15140,15141,613,309,revson,1,mclaren,8.0,3,1.0,1,1,9.0,67,29:18.5,5358500.0,,,,0,,1,Finished
15169,15170,614,328,stewart,25,tyrrell,5.0,2,1.0,1,1,9.0,72,39:12.5,5952450.0,,,,0,,1,Finished
15193,15194,615,328,stewart,25,tyrrell,5.0,1,1.0,1,1,9.0,14,42:03.0,6123000.0,,,,0,,1,Finished
15215,15216,616,238,peterson,32,team_lotus,2.0,2,1.0,1,1,9.0,54,28:48.8,5328780.0,,,,0,,1,Finished
15238,15239,617,238,peterson,32,team_lotus,2.0,1,1.0,1,1,9.0,55,29:17.0,5357000.0,,,,0,,1,Finished
15263,15264,618,309,revson,1,mclaren,8.0,2,1.0,1,1,9.0,80,59:04.1,7144083.0,,,,0,,1,Finished
15289,15290,619,238,peterson,32,team_lotus,2.0,1,1.0,1,1,9.0,59,41:15.8,6075779.0,,,,0,,1,Finished
15317,15318,620,328,stewart,25,tyrrell,21.0,2,1.0,1,1,9.0,95,57:59.1,7079100.0,,,,0,,1,Finished
15339,15340,621,304,hulme,1,mclaren,12.0,5,1.0,1,1,9.0,79,45:49.1,6349100.0,,,,0,,1,Finished
15365,15366,622,224,emerson_fittipaldi,32,team_lotus,5.0,3,1.0,1,1,9.0,90,03:41.2,7421200.0,,,,0,,1,Finished
15391,15392,623,306,beltoise,66,brm,17.0,4,1.0,1,1,9.0,80,26:55.3,8815300.0,,,,0,,1,Finished
15416,15417,624,224,emerson_fittipaldi,32,team_lotus,32.0,1,1.0,1,1,9.0,85,44:07.3,6247300.0,,,,0,,1,Finished
15441,15442,625,328,stewart,25,tyrrell,4.0,3,1.0,1,1,9.0,38,52:22.5,6742500.0,,,,0,,1,Finished
15466,15467,626,224,emerson_fittipaldi,32,team_lotus,8.0,2,1.0,1,1,9.0,76,47:50.2,6470200.0,,,,0,,1,Finished
15492,15493,627,235,ickx,6,ferrari,4.0,1,1.0,1,1,9.0,14,42:12.3,6132300.0,,,,0,,1,Finished
15519,15520,628,224,emerson_fittipaldi,32,team_lotus,31.0,1,1.0,1,1,9.0,54,29:16.7,5356660.0,,,,0,,1,Finished
15544,15545,629,224,emerson_fittipaldi,32,team_lotus,6.0,4,1.0,1,1,9.0,55,29:58.4,5398400.0,,,,0,,1,Finished
15571,15572,630,328,stewart,25,tyrrell,1.0,5,1.0,1,1,9.0,80,43:17.1,6197100.0,,,,0,,1,Finished
15595,15596,631,328,stewart,25,tyrrell,1.0,1,1.0,1,1,9.0,59,41:45.4,6105354.0,,,,0,,1,Finished
15626,15627,632,207,mario_andretti,6,ferrari,6.0,4,1.0,1,1,9.0,79,47:35.5,6455500.0,,,,0,,1,Finished
15651,15652,633,328,stewart,25,tyrrell,11.0,4,1.0,1,1,9.0,75,49:03.4,6543400.0,,,,0,,1,Finished
15672,15673,634,328,stewart,25,tyrrell,11.0,1,1.0,1,1,9.0,80,52:21.3,6741300.0,,,,0,,1,Finished
15694,15695,635,235,ickx,6,ferrari,2.0,1,1.0,1,1,9.0,70,56:20.0,6980000.0,,,,0,,1,Finished
15717,15718,636,328,stewart,25,tyrrell,11.0,1,1.0,1,1,9.0,55,46:42.3,6402300.0,,,,0,,1,Finished
15740,15741,637,328,stewart,25,tyrrell,12.0,2,1.0,1,1,9.0,68,31:31.5,5491500.0,,,,0,,1,Finished
15764,15765,638,328,stewart,25,tyrrell,2.0,1,1.0,1,1,9.0,12,29:16.3,5356300.0,,,,0,,1,Finished
15787,15788,639,346,siffert,66,brm,14.0,1,1.0,1,1,9.0,54,30:23.9,5423910.0,,,,0,,1,Finished
15809,15810,640,320,gethin,66,brm,18.0,11,1.0,1,1,9.0,55,18:12.6,4692600.0,,,,0,,1,Finished
15833,15834,641,328,stewart,25,tyrrell,11.0,1,1.0,1,1,9.0,64,55:13.1,6913100.0,,,,0,,1,Finished
15859,15860,642,327,cevert,25,tyrrell,9.0,5,1.0,1,1,9.0,59,43:52.0,6231991.0,,,,0,,1,Finished
15888,15889,643,356,jack_brabham,34,brabham,12.0,3,1.0,1,1,9.0,80,49:35.4,6575400.0,,,,0,,1,Finished
15911,15912,644,328,stewart,37,march,1.0,3,1.0,1,1,9.0,90,10:58.2,7858200.0,,,,0,,1,Finished
15933,15934,645,358,rindt,32,team_lotus,3.0,8,1.0,1,1,9.0,80,54:37.4,6877400.0,,,,0,,1,Finished
15954,15955,646,345,rodriguez,66,brm,1.0,6,1.0,1,1,9.0,28,38:10.1,5890100.0,,,,0,,1,Finished
15971,15972,647,358,rindt,32,team_lotus,10.0,1,1.0,1,1,9.0,80,50:43.4,6643400.0,,,,0,,1,Finished
15995,15996,648,358,rindt,32,team_lotus,6.0,6,1.0,1,1,9.0,38,55:57.0,6957000.0,,,,0,,1,Finished
16018,16019,649,358,rindt,32,team_lotus,5.0,1,1.0,1,1,9.0,80,57:02.0,7022000.0,,,,0,,1,Finished
16041,16042,650,358,rindt,32,team_lotus,2.0,2,1.0,1,1,9.0,50,42:00.3,6120300.0,,,,0,,1,Finished
16066,16067,17,20,vettel,9,red_bull,15.0,2,1.0,1,1,10.0,55,34:03.4,5643414.0,54.0,1.0,01:40.3,100300,199.387,1,Finished
16086,16087,651,235,ickx,6,ferrari,12.0,3,1.0,1,1,9.0,60,42:17.3,6137300.0,,,,0,,1,Finished
16110,16111,652,223,regazzoni,6,ferrari,4.0,3,1.0,1,1,9.0,68,39:07.1,5947100.0,,,,0,,1,Finished
16137,16138,653,235,ickx,6,ferrari,18.0,2,1.0,1,1,9.0,90,21:18.4,4878400.0,,,,0,,1,Finished
16157,16158,654,224,emerson_fittipaldi,32,team_lotus,24.0,3,1.0,1,1,9.0,108,57:32.8,7052790.0,,,,0,,1,Finished
16184,16185,655,235,ickx,6,ferrari,3.0,3,1.0,1,1,9.0,65,53:28.3,6808300.0,,,,0,,1,Finished
16202,16203,656,328,stewart,196,matra-ford,7.0,4,1.0,1,1,9.0,80,50:39.1,6639100.0,,,,0,,1,Finished
16220,16221,657,328,stewart,196,matra-ford,7.0,4,1.0,1,1,9.0,90,16:54.0,8214000.0,,,,0,,1,Finished
16234,16235,658,289,hill,180,lotus-ford,1.0,4,1.0,1,1,9.0,80,56:59.4,7019400.0,,,,0,,1,Finished
16250,16251,659,328,stewart,196,matra-ford,4.0,2,1.0,1,1,9.0,90,06:42.1,7602080.0,,,,0,,1,Finished
16265,16266,660,328,stewart,196,matra-ford,2.0,1,1.0,1,1,9.0,38,56:47.4,7007400.0,,,,0,,1,Finished
16278,16279,661,328,stewart,196,matra-ford,3.0,2,1.0,1,1,9.0,84,55:55.6,6955600.0,,,,0,,1,Finished
16295,16296,662,235,ickx,182,brabham-ford,6.0,1,1.0,1,1,9.0,14,49:55.4,6595400.0,,,,0,,1,Finished
16309,16310,663,328,stewart,196,matra-ford,20.0,3,1.0,1,1,9.0,68,39:11.3,5951260.0,,,,0,,1,Finished
16324,16325,664,235,ickx,182,brabham-ford,11.0,1,1.0,1,1,9.0,90,59:25.7,7165700.0,,,,0,,1,Finished
